,,RMSE,RMSE,MAE,MAE,R2,R2
,,mean,std,mean,std,mean,std
subgroup,level,,,,,,
bpm_tertile,high,22.031,3.387,18.589,2.954,-2.712,0.592
bpm_tertile,low,16.167,4.494,15.096,4.313,-9.743,3.65
bpm_tertile,mid,5.401,1.634,4.253,0.975,-1.272,1.655
gender,F,16.074,3.206,12.058,2.437,-0.274,0.201
gender,M,16.265,2.882,13.159,2.632,-0.14,0.121
language,English,16.473,2.515,12.755,2.166,-0.042,0.082
language,Tamil,14.773,4.103,12.291,3.46,-0.721,0.726
overall,all,16.324,2.079,12.712,1.888,-0.048,0.067
