,,RMSE,RMSE,MAE,MAE,R2,R2
,,mean,std,mean,std,mean,std
subgroup,level,,,,,,
bpm_tertile,high,21.87,5.604,18.44,4.788,-2.527,0.648
bpm_tertile,low,17.174,3.74,15.789,3.27,-9.179,4.774
bpm_tertile,mid,5.124,0.438,4.174,0.363,-0.934,0.262
gender,F,15.928,3.586,12.073,2.641,-0.104,0.123
gender,M,16.697,3.14,13.439,2.429,-0.118,0.172
language,English,17.655,3.471,13.68,2.537,-0.007,0.083
language,Tamil,15.028,3.152,12.052,2.883,-0.075,0.134
overall,all,16.645,2.343,12.943,1.829,0.014,0.044
