,,RMSE,RMSE,MAE,MAE,R2,R2
,,mean,std,mean,std,mean,std
subgroup,level,,,,,,
bpm_tertile,high,20.55,3.467,16.895,3.298,-2.209,0.469
bpm_tertile,low,16.829,4.493,15.496,4.533,-10.611,3.783
bpm_tertile,mid,6.693,1.223,5.398,1.016,-2.366,1.402
gender,F,15.241,2.894,11.585,2.184,-0.146,0.151
gender,M,16.399,2.487,13.376,2.362,-0.173,0.193
language,English,16.09,2.202,12.64,1.91,-0.0,0.104
language,Tamil,14.881,4.333,12.346,3.568,-0.784,0.903
overall,all,16.034,1.883,12.638,1.694,-0.016,0.1
