,,RMSE,RMSE,MAE,MAE,R2,R2
,,mean,std,mean,std,mean,std
subgroup,level,,,,,,
bpm_tertile,high,21.177,3.083,17.794,2.706,-2.504,0.774
bpm_tertile,low,17.396,5.035,16.328,4.882,-10.071,4.07
bpm_tertile,mid,4.243,0.305,3.552,0.343,-0.345,0.119
gender,F,15.944,2.609,11.91,1.704,-0.186,0.111
gender,M,16.169,3.771,13.099,3.022,-0.105,0.125
language,English,17.715,2.084,13.509,1.914,-0.074,0.054
language,Tamil,14.785,3.315,11.849,2.407,-0.081,0.073
overall,all,16.313,2.365,12.648,1.943,-0.023,0.036
