fold,subgroup,level,n,RMSE,MAE,R2
1,overall,all,655,17.36939085175064,13.110863395865637,-0.00277613458977255
1,gender,F,256,21.42885983877661,14.421908587217331,-0.22038667142447776
1,gender,M,399,14.164847949535693,12.269691543770314,-0.06140494786257111
1,language,English,328,20.8081046548056,15.765360087883181,-0.06848042139090449
1,language,Tamil,327,13.038895098058545,10.448248976961189,-0.047565406952420286
1,bpm_tertile,high,214,25.572622056566104,21.11426283934406,-2.0976634965951835
1,bpm_tertile,low,226,15.578824421587132,15.087722542011633,-16.857000717150342
1,bpm_tertile,mid,215,3.6173579609903763,3.0666882891987646,-0.12988292234091747
2,overall,all,706,18.185203444540978,13.56877474474164,0.0006696948212139286
2,gender,F,315,13.315998735261704,9.639627050975012,-0.1752408987439238
2,gender,M,391,21.3136882364127,16.734200636139306,-0.031749798078269054
2,language,English,317,19.406122135026266,13.981779008257652,-0.09747485803542588
2,language,Tamil,389,17.126019762192506,13.23221342974273,-0.06271909164362444
2,bpm_tertile,high,247,23.89806816388813,19.131175392552425,-1.7931280712364326
2,bpm_tertile,low,228,19.666869886166797,17.65399250231291,-4.375977388246622
2,bpm_tertile,mid,231,4.275232430160415,3.5889366116874664,-0.31062797537380127
3,overall,all,647,19.998535390857324,14.923008867172406,-0.012923019333163088
3,gender,F,308,14.350752774695822,11.807412358073446,-0.06196161295635605
3,gender,M,339,24.004136375452546,17.753698320867038,-0.12436659398934413
3,language,English,362,19.897853819216508,15.184708505704258,-0.0018264228635775925
3,language,Tamil,285,20.12569248673309,14.59060441401967,-0.045549973288304235
3,bpm_tertile,high,240,20.04564913327961,15.487448565165202,-1.4948578916541937
3,bpm_tertile,low,197,28.43469821755358,26.961132494931295,-8.427522514666409
3,bpm_tertile,mid,210,3.806353801376069,2.9850284758068266,-0.15716449775267738
4,overall,all,712,13.905011785696944,10.935635363118033,0.008344148459880962
4,gender,F,312,14.7889334349866,11.005129105005508,-0.06264259467497424
4,gender,M,400,13.174447132262435,10.8814302444458,-0.028290104816585337
4,language,English,386,14.450348977613205,10.96918977727544,-0.0254666575708713
4,language,Tamil,326,13.230273095307092,10.895905289913248,-0.028742615131469806
4,bpm_tertile,high,229,19.408623145842338,16.31523045702272,-2.3566859087913428
4,bpm_tertile,low,233,14.215034640016853,13.727628323141598,-14.16022082977276
4,bpm_tertile,mid,250,4.156923802276584,3.405788818359375,-0.2446293354501814
5,overall,all,645,18.587996015618327,13.649648385454517,-0.0015057024129401242
5,gender,F,251,22.350610379207737,16.06310968285063,-0.3178859262326543
5,gender,M,394,15.728443751076338,12.112138777214863,-0.1124297165197432
5,language,English,387,19.206203709046314,13.95252466324996,0.0017487883859088615
5,language,Tamil,258,17.620062381317787,13.195333968761355,-0.010315656536279194
5,bpm_tertile,high,225,25.499876217054087,20.646266242133247,-1.89013407555393
5,bpm_tertile,low,190,19.483174813155397,17.403321195903576,-4.054190943803385
5,bpm_tertile,mid,230,4.388007666304888,3.704270769202191,-0.5646003921423814
6,overall,all,776,17.14907294216118,13.462151202958884,-0.005328398956630398
6,gender,F,317,16.22930247952976,12.485385810539173,-0.09813375488670006
6,gender,M,459,17.756503197266497,14.136736452189925,-0.0032000576641366685
6,language,English,322,19.20081456775471,14.38990264797803,-0.0904631400029301
6,language,Tamil,454,15.530432904321092,12.804142468826361,-0.013727359300839126
6,bpm_tertile,high,280,23.937289739946277,19.839016124180386,-2.1792700536947343
6,bpm_tertile,low,286,14.913978559457227,14.278822198614375,-11.471462532992154
6,bpm_tertile,mid,210,4.451889794822879,3.8474365234375,-0.42359552653253396
7,overall,all,717,17.83634874034895,14.006959029321392,-0.005164335722529501
7,gender,F,320,17.799857707441465,12.988071608543397,-0.3217021741054704
7,gender,M,397,17.865707916152644,14.828228486875442,-0.04430304035549715
7,language,English,390,19.82694312503734,15.1389772659693,-0.14468972230432242
7,language,Tamil,327,15.12345156763439,12.656845536071591,-0.09529558954041017
7,bpm_tertile,high,256,25.081982723787,21.474567472934723,-2.7411333452661837
7,bpm_tertile,low,238,16.148468657696508,15.27933970218947,-8.573051525640377
7,bpm_tertile,mid,223,4.729429467773811,4.076311667403833,-0.4946875091642029
8,overall,all,721,16.21800401262288,12.680338993151873,-0.05919774800757227
8,gender,F,253,13.717354447494744,10.820401519654768,-0.037358562001392315
8,gender,M,468,17.421012459045926,13.68581801194411,-0.24781859972255327
8,language,English,392,17.19960328065171,13.40101448370486,-0.016065536879584563
8,language,Tamil,329,14.964611168640678,11.821661812918526,-0.16832671264084587
8,bpm_tertile,high,208,17.29038728042644,13.859298412616436,-1.7572064781664047
8,bpm_tertile,low,279,21.114926250878494,19.98294660780165,-8.582851046534046
8,bpm_tertile,mid,234,3.6206349450974953,2.9254198318872695,-0.14076246484863386
9,overall,all,848,15.973702606165244,12.577199728983754,-0.01335543973749398
9,gender,F,313,19.522060666908274,14.275095832995332,-0.2077375426921304
9,gender,M,535,13.471137958035852,11.583851167197539,-0.013883398228448307
9,language,English,455,16.136875485680676,12.20535162621802,-0.0934023680359366
9,language,Tamil,393,15.782680373257618,13.007710891218888,-0.009440312993731936
